,track.id,track.popularity,playlist.id,danceability,energy,acousticness,instrumentalness,liveness,valence
159,5PXaja7dpezSS8nSDsyfb7,43,37i9dQZF1DX3kkOVvCOkIe,0.659,0.72,0.013,0.0,0.311,0.57
160,18tm5JUv0wMllGkoHMAdnL,45,37i9dQZF1DX3kkOVvCOkIe,0.424,0.752,0.648,0.0,0.669,0.577
161,4Ak0UaodK4JW3B8rHIEv3R,44,37i9dQZF1DX3kkOVvCOkIe,0.713,0.799,0.115,5.6e-06,0.242,0.92
162,6FofVmsYAs2FNeOdzQJnnW,54,37i9dQZF1DX3kkOVvCOkIe,0.891,0.707,0.308,1.06e-06,0.188,0.97
163,1S2qIzvjFcbYL6UF9E2MjD,44,37i9dQZF1DX3kkOVvCOkIe,0.565,0.806,0.138,0.000273,0.0736,0.296
164,3ShEGKdskF0ke7iW2u9gjD,61,37i9dQZF1DX3kkOVvCOkIe,0.604,0.344,0.313,4.36e-05,0.0815,0.488
165,5YO49mM0oCaAeU6y4Hwziw,41,37i9dQZF1DX3kkOVvCOkIe,0.501,0.508,0.694,0.0,0.108,0.276
166,75YtorH9BgIEl5VfvnXOpf,39,37i9dQZF1DX3kkOVvCOkIe,0.705,0.837,0.0844,0.00019,0.0407,0.868
167,60EEXkcmWxZBtv2GIpngfY,46,37i9dQZF1DX3kkOVvCOkIe,0.677,0.742,0.27,0.0,0.0904,0.96
168,7bcHU50mENL3al5DhEJc7J,52,37i9dQZF1DX3kkOVvCOkIe,0.669,0.665,0.107,6.12e-05,0.0704,0.887
169,4qvkB7tOgSqgSqbpKWGOrO,37,37i9dQZF1DX3kkOVvCOkIe,0.819,0.529,0.522,0.477,0.106,0.661
170,1O9Y2ApJCmPCTijrh9HysK,29,37i9dQZF1DX3kkOVvCOkIe,0.7,0.776,0.571,0.0,0.191,0.78
171,6r7TYfmeQr6rU7asA1OyZf,51,37i9dQZF1DX3kkOVvCOkIe,0.582,0.678,0.444,0.0,0.139,0.502
172,7sXTcibuNYugjjYNfgf2kY,62,37i9dQZF1DX3kkOVvCOkIe,0.71,0.625,0.489,0.0,0.439,0.814
173,1p5RfaVSHJhd3SCzBEikDp,39,37i9dQZF1DX3kkOVvCOkIe,0.535,0.588,0.125,2.13e-05,0.123,0.461
174,0C9rBeWAsPhmBeaYKZLN5m,52,37i9dQZF1DX3kkOVvCOkIe,0.677,0.778,0.526,1.54e-05,0.206,0.73
175,17v4BXFKtbYmJFPqBgpGla,50,37i9dQZF1DX3kkOVvCOkIe,0.582,0.73,0.157,8.56e-06,0.0612,0.301
176,1lxEENvXYLcyWXa4xwWTXl,39,37i9dQZF1DX3kkOVvCOkIe,0.59,0.42,0.222,0.0302,0.0952,0.32
177,11GOQGHOklyufCl04WM8Kc,30,37i9dQZF1DX3kkOVvCOkIe,0.682,0.912,0.458,4.11e-06,0.0578,0.604
178,1AsCxLAvSfilIM9ubCf89B,52,37i9dQZF1DX3kkOVvCOkIe,0.781,0.72,0.138,0.03,0.0327,0.745
179,0TjBZWBfUQ1eeWuYMgchZG,54,37i9dQZF1DX3kkOVvCOkIe,0.703,0.707,0.262,4.41e-06,0.0389,0.717
180,3KXfXZNNGdYUmHbDOCCLeK,45,37i9dQZF1DX3kkOVvCOkIe,0.725,0.818,0.368,2.46e-05,0.119,0.909
181,5dfhwsPg90wDcNqY4H8FFC,43,37i9dQZF1DX3kkOVvCOkIe,0.36,0.336,0.499,0.0,0.367,0.295
182,0EOdowktdF7kczBbqstCfF,41,37i9dQZF1DX3kkOVvCOkIe,0.634,0.439,0.079,0.000221,0.188,0.727
183,0CWJIpU0D8Bk78H1k7ELC6,35,37i9dQZF1DX3kkOVvCOkIe,0.849,0.649,0.379,9.75e-05,0.0796,0.634
184,3Qc7Clf7yjpX3MQ5AZ4XaQ,39,37i9dQZF1DX3kkOVvCOkIe,0.552,0.515,0.376,1.41e-05,0.296,0.656
185,1pg7tBJm61GLue6KiUE4Mj,37,37i9dQZF1DX3kkOVvCOkIe,0.63,0.836,0.254,0.0,0.197,0.851
186,7tVEeTbzEJkHP0EqUu6rmf,54,37i9dQZF1DX3kkOVvCOkIe,0.738,0.841,0.522,0.0,0.107,0.789
187,5jOAhQaBlo4MsuL6pFjtli,39,37i9dQZF1DX3kkOVvCOkIe,0.542,0.345,0.595,0.0,0.214,0.304
188,2J5IKn5qj1VVTK5920hSgh,41,37i9dQZF1DX3kkOVvCOkIe,0.608,0.681,0.245,0.0,0.0514,0.429
189,2S7RApTsKT0CtYojYq2cKz,63,37i9dQZF1DX3kkOVvCOkIe,0.617,0.519,0.292,0.0,0.411,0.692
190,27nfrOYTDXfhzDd8Qcy2aj,46,37i9dQZF1DX3kkOVvCOkIe,0.839,0.789,0.0725,0.201,0.0599,0.966
191,01FLUtJ3RDEnCqRfodGlSL,33,37i9dQZF1DX3kkOVvCOkIe,0.34,0.579,0.674,4.11e-06,0.675,0.346
192,3dZHWv3IsAQLzAr7FLJoJA,58,37i9dQZF1DX3kkOVvCOkIe,0.592,0.481,0.229,0.0,0.291,0.641
193,4iJG9xmyrUhi4QqXMOZw2y,42,37i9dQZF1DX3kkOVvCOkIe,0.467,0.343,0.487,0.0,0.119,0.385
194,2KRwRHdvkkH4ePljVkmGuX,40,37i9dQZF1DX3kkOVvCOkIe,0.661,0.963,0.0418,0.00133,0.0978,0.938
195,50f0mt35cIwwu3Krk7nS7b,58,37i9dQZF1DX3kkOVvCOkIe,0.868,0.788,0.0334,2.6e-05,0.0801,0.961
196,4cQsTxGlz6weYseclKV3AD,34,37i9dQZF1DX3kkOVvCOkIe,0.697,0.814,0.297,0.000566,0.0978,0.973
197,5ALxwREkxrpVSrsCt0zLcu,41,37i9dQZF1DX3kkOVvCOkIe,0.469,0.494,0.431,0.0,0.072,0.479
198,5Nm9ERjJZ5oyfXZTECKmRt,82,37i9dQZF1DX0s5kDXi1oC5,0.418,0.42,0.588,6.39e-05,0.11,0.184
199,4rHZZAmHpZrA3iH5zx8frV,80,37i9dQZF1DX0s5kDXi1oC5,0.574,0.512,0.234,0.0,0.0946,0.512
200,4Uoc2mSkjXENcUWhSTNm2I,50,37i9dQZF1DX0s5kDXi1oC5,0.787,0.646,0.0504,2.47e-05,0.104,0.426
201,4Ub8UsjWuewQrPhuepfVpd,74,37i9dQZF1DX0s5kDXi1oC5,0.679,0.715,0.0755,0.0,0.271,0.571
202,3tyPOhuVnt5zd5kGfxbCyL,74,37i9dQZF1DX0s5kDXi1oC5,0.719,0.847,0.00201,0.0204,0.223,0.444
203,6hmhG1b4LEyNuashVvuIAo,75,37i9dQZF1DX0s5kDXi1oC5,0.583,0.732,0.00312,9.86e-06,0.269,0.276
204,2Za1AlJNvksouPPWbXpR2X,72,37i9dQZF1DX0s5kDXi1oC5,0.712,0.51,0.446,2.46e-05,0.112,0.268
205,3cNjgVBKTJ1SvKhunrCdVy,74,37i9dQZF1DX0s5kDXi1oC5,0.513,0.768,0.0118,1.94e-05,0.294,0.235
206,1P17dC1amhFzptugyAO7Il,76,37i9dQZF1DX0s5kDXi1oC5,0.766,0.709,0.204,1.41e-05,0.126,0.506
207,7fBv7CLKzipRk6EC6TWHOB,86,37i9dQZF1DX0s5kDXi1oC5,0.585,0.564,0.0671,0.0,0.135,0.137
208,1CnPYaKxTVb4LWOtiGOm0m,70,37i9dQZF1DX0s5kDXi1oC5,0.617,0.567,0.0584,0.0,0.0933,0.505
209,2qPUnoasNe4Ep43emVXEig,71,37i9dQZF1DX0s5kDXi1oC5,0.633,0.673,0.297,0.0,0.206,0.659
210,4VrWlk8IQxevMvERoX08iC,78,37i9dQZF1DX0s5kDXi1oC5,0.399,0.787,0.0197,6.07e-05,0.0685,0.572
211,15JINEqzVMv3SvJTAXAKED,82,37i9dQZF1DX0s5kDXi1oC5,0.749,0.925,0.241,0.0,0.52,0.641
212,1qDrWA6lyx8cLECdZE7TV7,80,37i9dQZF1DX0s5kDXi1oC5,0.865,0.521,0.548,0.000115,0.0989,0.748
213,2ihCaVdNZmnHZWt0fvAM7B,81,37i9dQZF1DX0s5kDXi1oC5,0.457,0.757,0.0206,0.0,0.146,0.417
214,6Bjtr3tPdto5nyuLYf61sN,71,37i9dQZF1DX0s5kDXi1oC5,0.608,0.798,0.0736,0.0,0.156,0.501
215,43zdsphuZLzwA9k4DJhU0I,85,37i9dQZF1DX0s5kDXi1oC5,0.367,0.111,0.978,3.97e-05,0.0897,0.198
216,1Vv0MPcooEoQzVZYfKMgKW,68,37i9dQZF1DX0s5kDXi1oC5,0.649,0.79,0.0167,0.0,0.255,0.458
217,5WtfUKzXircvW8l5aaVZWT,75,37i9dQZF1DX0s5kDXi1oC5,0.516,0.467,0.662,0.0,0.0853,0.386
218,7iDa6hUg2VgEL1o1HjmfBn,78,37i9dQZF1DX0s5kDXi1oC5,0.643,0.783,0.047,0.0,0.083,0.579
219,37f4ITSlgPX81ad2EvmVQr,79,37i9dQZF1DX0s5kDXi1oC5,0.564,0.714,0.0549,0.0,0.155,0.33
220,5Z3GHaZ6ec9bsiI5BenrbY,81,37i9dQZF1DX0s5kDXi1oC5,0.799,0.539,0.199,1.66e-05,0.165,0.394
221,0Ev562zA4pmUsBqjxsxxdx,70,37i9dQZF1DX0s5kDXi1oC5,0.625,0.707,0.22,0.0,0.213,0.479
222,0AS63m1wHv9n4VVRizK6Hc,79,37i9dQZF1DX0s5kDXi1oC5,0.555,0.662,0.125,0.0,0.111,0.356
223,455AfCsOhhLPRc68sE01D8,76,37i9dQZF1DX0s5kDXi1oC5,0.649,0.815,0.00125,4.31e-05,0.671,0.765
224,2hgzdQdnfWwtdpZbhZlV72,72,37i9dQZF1DX0s5kDXi1oC5,0.757,0.678,0.0472,9.14e-06,0.0654,0.82
225,6uBhi9gBXWjanegOb2Phh0,77,37i9dQZF1DX0s5kDXi1oC5,0.69,0.622,0.253,0.0,0.116,0.544
226,1KZyVnyptQcPzkx7ELCnZC,68,37i9dQZF1DX0s5kDXi1oC5,0.715,0.715,0.0526,0.0,0.0936,0.507
227,7795WJLVKJoAyVoOtCWqXN,81,37i9dQZF1DX0s5kDXi1oC5,0.677,0.485,0.529,2.04e-05,0.0766,0.493
228,6FE2iI43OZnszFLuLtvvmg,81,37i9dQZF1DX0s5kDXi1oC5,0.72,0.791,0.0384,0.0,0.157,0.756
229,6ebkx7Q5tTxrCxKq4GYj0Y,76,37i9dQZF1DX0s5kDXi1oC5,0.616,0.869,0.0283,0.0,0.064,0.473
230,1r299qCKBLgUS9XJ9m1kEx,66,37i9dQZF1DX0s5kDXi1oC5,0.72,0.751,0.0113,0.0,0.353,0.599
231,0pNinHgutw1Q0ctKTH9e9z,43,37i9dQZF1DX0s5kDXi1oC5,0.677,0.592,0.134,3.24e-06,0.174,0.527
232,2ekn2ttSfGqwhhate0LSR0,81,37i9dQZF1DX0s5kDXi1oC5,0.762,0.7,0.00261,1.56e-05,0.153,0.608
233,1rIKgCH4H52lrvDcz50hS8,77,37i9dQZF1DX0s5kDXi1oC5,0.694,0.712,0.132,0.0,0.211,0.799
234,2toVe5hfuIi97ytDPDbQFt,73,37i9dQZF1DX0s5kDXi1oC5,0.866,0.613,0.0293,0.0,0.104,0.359
235,0CAfXk7DXMnon4gLudAp7J,80,37i9dQZF1DX0s5kDXi1oC5,0.918,0.609,0.0928,0.0,0.139,0.304
236,3dYD57lRAUcMHufyqn9GcI,83,37i9dQZF1DX0s5kDXi1oC5,0.566,0.664,0.634,0.0,0.116,0.437
237,3c8iiZGfEammKJuWTErE5x,73,37i9dQZF1DX0s5kDXi1oC5,0.778,0.566,0.672,0.000197,0.0698,0.479
238,58q2HKrzhC3ozto2nDdN4z,82,37i9dQZF1DX0s5kDXi1oC5,0.816,0.726,0.099,0.0,0.372,0.65
239,1i1fxkWeaMmKEB4T7zqbzK,80,37i9dQZF1DX0s5kDXi1oC5,0.532,0.869,0.157,0.00508,0.136,0.422
240,72TFWvU3wUYdUuxejTTIzt,77,37i9dQZF1DX0s5kDXi1oC5,0.725,0.534,0.0752,0.0,0.0919,0.558
241,6Knv6wdA0luoMUuuoYi2i1,78,37i9dQZF1DX0s5kDXi1oC5,0.688,0.702,0.0215,0.0,0.128,0.74
242,6g6A7qNhTfUgOSH7ROOxTD,66,37i9dQZF1DX0s5kDXi1oC5,0.76,0.652,0.0348,0.0,0.307,0.759
243,3AeicLnm55RqcXGBKYQolM,70,37i9dQZF1DX0s5kDXi1oC5,0.56,0.857,0.0594,0.0,0.381,0.432
244,0lYBSQXN6rCTvUZvg9S0lU,81,37i9dQZF1DX0s5kDXi1oC5,0.649,0.716,0.0863,2.63e-05,0.135,0.163
245,6CTWathupIiDs7U4InHnDA,75,37i9dQZF1DX0s5kDXi1oC5,0.477,0.61,0.225,0.0,0.107,0.358
246,60nZcImufyMA1MKQY3dcCH,80,37i9dQZF1DX0s5kDXi1oC5,0.647,0.822,0.219,0.0,0.0908,0.962
247,05SBRd4fXgn8FX7bf8BCAE,71,37i9dQZF1DX0s5kDXi1oC5,0.695,0.869,0.41,0.0,0.237,0.58
248,3w3y8KPTfNeOKPiqUTakBh,84,37i9dQZF1DX0s5kDXi1oC5,0.726,0.698,0.049,0.0,0.309,0.867
249,5WsxrJcbgobPj4V7lhs8Qf,49,37i9dQZF1DX0s5kDXi1oC5,0.686,0.718,0.00637,0.000703,0.119,0.557
250,5pfJsMwoRYKampPay8amX0,68,37i9dQZF1DX0s5kDXi1oC5,0.828,0.609,0.0916,1.21e-06,0.291,0.707
251,3VZQshi4COChhXaz7cLP02,65,37i9dQZF1DX0s5kDXi1oC5,0.714,0.905,0.00855,2.55e-05,0.146,0.838
252,3QGsuHI8jO1Rx4JWLUh9jd,82,37i9dQZF1DX0s5kDXi1oC5,0.444,0.819,0.106,0.0,0.107,0.747
253,2Zg0aB5oVQlbQE1vzQmIIY,68,37i9dQZF1DX0s5kDXi1oC5,0.638,0.51,0.344,0.0,0.212,0.448
254,6i0V12jOa3mr6uu4WYhUBr,82,37i9dQZF1DX0s5kDXi1oC5,0.732,0.396,0.0841,3.58e-05,0.105,0.548
255,5jE48hhRu8E6zBDPRSkEq7,73,37i9dQZF1DX0s5kDXi1oC5,0.807,0.887,0.0573,2.87e-06,0.124,0.961
256,3B54sVLJ402zGa6Xm4YGNe,81,37i9dQZF1DX0s5kDXi1oC5,0.726,0.769,0.0293,0.0101,0.104,0.733
257,09CtPGIpYB4BrO8qb1RGsF,80,37i9dQZF1DX0s5kDXi1oC5,0.654,0.76,0.0797,0.0,0.299,0.41
258,6aX2LyT7zpTLe3iZfDeHki,60,37i9dQZF1DX0s5kDXi1oC5,0.61,0.858,0.0284,0.0,0.102,0.421
259,3A7qX2QjDlPnazUsRk5y0M,69,37i9dQZF1DX0s5kDXi1oC5,0.548,0.65,0.219,0.0,0.225,0.557
260,0dXNQ8dckG4eYfEtq9zcva,76,37i9dQZF1DX0s5kDXi1oC5,0.538,0.804,0.0041,0.0,0.33,0.507
261,5knuzwU65gJK7IF5yJsuaW,76,37i9dQZF1DX0s5kDXi1oC5,0.72,0.763,0.406,0.0,0.18,0.742
262,2JzZzZUQj3Qff7wapcbKjc,81,37i9dQZF1DX0s5kDXi1oC5,0.689,0.481,0.369,1.03e-06,0.0649,0.283
263,3rKYiySCDMUKTw5kGVVhaa,66,37i9dQZF1DX0s5kDXi1oC5,0.795,0.616,0.417,0.0,0.349,0.815
264,3nc420PXjTdBV5TN0gCFkS,71,37i9dQZF1DX0s5kDXi1oC5,0.506,0.693,0.584,9.58e-05,0.0891,0.221
265,7KXjTSCq5nL1LoYtL7XAwS,82,37i9dQZF1DX0s5kDXi1oC5,0.908,0.621,0.000282,5.39e-05,0.0958,0.421
266,4HlFJV71xXKIGcU3kRyttv,83,37i9dQZF1DX0s5kDXi1oC5,0.673,0.886,0.185,0.0,0.0826,0.795
267,30BsewEJZPxfuLNAlZPFje,68,37i9dQZF1DX0s5kDXi1oC5,0.63,0.44,0.822,3.87e-06,0.0926,0.343
268,6M6Tk58pQvABy6ru66dY3d,71,37i9dQZF1DX0s5kDXi1oC5,0.674,0.915,0.0282,0.00337,0.273,0.78
269,1A8j067qyiNwQnZT0bzUpZ,77,37i9dQZF1DX0s5kDXi1oC5,0.792,0.717,0.0927,3.59e-05,0.226,0.466
270,72Bz4ciRZPBcVSw0nrZDHi,74,37i9dQZF1DX0s5kDXi1oC5,0.712,0.564,0.0266,0.0,0.0874,0.411
271,47BBI51FKFwOMlIiX6m8ya,79,37i9dQZF1DX0s5kDXi1oC5,0.689,0.694,0.257,0.0,0.148,0.482
272,3gnHm6E1NkMJUJr0mbRiBS,54,37i9dQZF1DX0s5kDXi1oC5,0.668,0.661,0.000897,0.0,0.201,0.361
273,4JYrpizOk0BX6BSKb0GU10,50,37i9dQZF1DXcb7YJnr6Ck4,0.327,0.385,0.869,0.00928,0.0597,0.312
274,3z5V7oSggDeCPeEGiCIu83,58,37i9dQZF1DXcb7YJnr6Ck4,0.623,0.236,0.864,0.0,0.148,0.349
275,6OtBIOTGkUT3ok8YXxs0Wl,56,37i9dQZF1DXcb7YJnr6Ck4,0.717,0.292,0.796,0.0,0.126,0.502
276,2JrSlOdxkzlJEAOPgIUhAj,57,37i9dQZF1DXcb7YJnr6Ck4,0.711,0.195,0.809,0.0,0.119,0.369
277,4r4aTOJc7K3iUIU3MEPw6I,59,37i9dQZF1DXcb7YJnr6Ck4,0.664,0.177,0.856,0.0,0.136,0.29
278,7pmFKH0FGGZrdss5qRd3lk,39,37i9dQZF1DXcb7YJnr6Ck4,0.386,0.356,0.894,0.0,0.11,0.188
279,2nBrIzKacrNdIxs90FlsT1,56,37i9dQZF1DXcb7YJnr6Ck4,0.494,0.214,0.92,1.07e-05,0.107,0.35
280,6TYlDTa9AQDvjqwbxlvFyI,68,37i9dQZF1DXcb7YJnr6Ck4,0.372,0.355,0.754,0.0,0.167,0.142
281,4jaWgF0XRhjp8NI0q4UQSa,48,37i9dQZF1DXcb7YJnr6Ck4,0.533,0.349,0.864,0.00407,0.101,0.236
282,7vg5fesQdq5I7Z7XGdyJd5,53,37i9dQZF1DXcb7YJnr6Ck4,0.596,0.195,0.926,0.0,0.139,0.176
283,352UHNRKcQBaGKReDvtyM4,52,37i9dQZF1DXcb7YJnr6Ck4,0.519,0.228,0.861,0.0,0.102,0.398
284,18PrtmAcNMgZNy1edWuXGb,57,37i9dQZF1DXcb7YJnr6Ck4,0.643,0.11,0.876,1.38e-05,0.112,0.152
285,5Kfbof2USqmBaEgRHd0VTk,50,37i9dQZF1DXcb7YJnr6Ck4,0.436,0.287,0.84,0.0,0.118,0.443
286,1TQXIltqoZ5XXyfCbAeSQQ,80,37i9dQZF1DXcb7YJnr6Ck4,0.629,0.328,0.768,2.5e-05,0.103,0.389
287,4bsHm0TWnCY7tTp65eQLLR,30,37i9dQZF1DXcb7YJnr6Ck4,0.497,0.126,0.943,0.000271,0.104,0.356
288,0v1yN5C75um5Wx2WPtFl6k,56,37i9dQZF1DXcb7YJnr6Ck4,0.568,0.213,0.955,0.0,0.113,0.302
289,6XDOFMTKoydw1z91btaNqk,45,37i9dQZF1DXcb7YJnr6Ck4,0.516,0.445,0.865,0.0201,0.103,0.129
290,1ERCrZMVMSpqDW4zmr4sRc,57,37i9dQZF1DXcb7YJnr6Ck4,0.51,0.229,0.86,3.03e-05,0.118,0.107
291,7d3s1XpWyIHZq20ie2ghSp,51,37i9dQZF1DXcb7YJnr6Ck4,0.553,0.229,0.861,0.0,0.103,0.231
292,0nXqnXFlnJwjhXDTbZDuav,53,37i9dQZF1DXcb7YJnr6Ck4,0.71,0.513,0.116,0.00124,0.104,0.248
293,2Z7UF5qoyCU6Ksnf6aTMOs,50,37i9dQZF1DXcb7YJnr6Ck4,0.402,0.216,0.919,0.0,0.318,0.278
294,0TziqLMlv3abspIvcEmxcY,70,37i9dQZF1DXcb7YJnr6Ck4,0.566,0.586,0.0171,0.0,0.202,0.428
295,5wMeDEn5Jt84L94MZQDBWg,53,37i9dQZF1DXcb7YJnr6Ck4,0.744,0.0953,0.751,4.2e-06,0.108,0.371
296,5kGEZyHyfKdyg4IktX1ekz,32,37i9dQZF1DXcb7YJnr6Ck4,0.351,0.363,0.237,7.47e-05,0.147,0.0634
297,4vf1WcZayO3JBuVwSS9tzL,59,37i9dQZF1DXcb7YJnr6Ck4,0.473,0.356,0.648,0.00957,0.101,0.211
298,4zYkSXrfgJyrNkNv3mTiIZ,55,37i9dQZF1DXcb7YJnr6Ck4,0.541,0.192,0.893,0.0,0.193,0.317
299,6ZyZGbujKBzxfzcjVOvGW5,59,37i9dQZF1DXcb7YJnr6Ck4,0.648,0.704,0.833,0.000252,0.362,0.438
300,30rvG8w7qtOnsqiUk6JSvE,46,37i9dQZF1DXcb7YJnr6Ck4,0.39,0.333,0.851,0.0187,0.104,0.0517
301,6JiJFGJOTJkQRoedadMhN8,50,37i9dQZF1DXcb7YJnr6Ck4,0.43,0.196,0.974,0.947,0.113,0.198
302,2JTJV2juDdUFYkgUeQtoLy,28,37i9dQZF1DXcb7YJnr6Ck4,0.446,0.354,0.912,2.06e-06,0.12,0.275
303,6If4a7ytTXliui3vJVi9px,50,37i9dQZF1DXcb7YJnr6Ck4,0.541,0.144,0.858,0.00237,0.129,0.123
304,674WNL7f5Xo8XxtipzB3ao,50,37i9dQZF1DXcb7YJnr6Ck4,0.634,0.176,0.931,1.6e-06,0.136,0.336
305,00IPZgU8xFEGwUCssQK4q0,46,37i9dQZF1DXcb7YJnr6Ck4,0.523,0.316,0.619,3.22e-05,0.163,0.235
306,68UBw70aGYCHPu0vxGMsvV,24,37i9dQZF1DXcb7YJnr6Ck4,0.391,0.0211,0.995,0.916,0.119,0.292
307,52iLDrSoRtf9lcgFuLVfqE,71,37i9dQZF1DXcb7YJnr6Ck4,0.681,0.292,0.743,0.0,0.0974,0.162
308,0Wc6cbF38a90b8wov9V63F,67,37i9dQZF1DXcb7YJnr6Ck4,0.633,0.242,0.515,0.0,0.0839,0.694
309,5pcjystBtalYeqaiXCcgEY,77,37i9dQZF1DXcb7YJnr6Ck4,0.589,0.496,0.818,0.0,0.101,0.44
310,6yKkgZBuakFy6SPtsZBR5H,59,37i9dQZF1DXcb7YJnr6Ck4,0.665,0.524,0.502,0.0,0.124,0.215
311,4ld2TeVRlaYNHWzi52dWsZ,41,37i9dQZF1DXcb7YJnr6Ck4,0.27,0.463,0.911,0.013,0.0835,0.0557
312,0KAFjeQ6jpmtKP4CW9m5X6,46,37i9dQZF1DXcb7YJnr6Ck4,0.656,0.3,0.87,0.0,0.0956,0.369
313,66MxyiQy54baNhSyg3wiIn,53,37i9dQZF1DXcb7YJnr6Ck4,0.376,0.172,0.958,0.0,0.354,0.347
314,0gySkOOewOdZtHG8stPEB8,65,37i9dQZF1DXcb7YJnr6Ck4,0.618,0.428,0.592,0.0,0.192,0.359
315,4yzgJXvWFXWGLd4vQMYo9p,51,37i9dQZF1DXcb7YJnr6Ck4,0.287,0.363,0.374,0.00011,0.362,0.0886
316,400rP1IUtE0joH1dQRwIof,29,37i9dQZF1DXcb7YJnr6Ck4,0.619,0.643,0.201,1.46e-05,0.13,0.385
317,1NWvbQI3bNfPxbxF9OQ1Ek,56,37i9dQZF1DXcb7YJnr6Ck4,0.526,0.318,0.852,0.0,0.0974,0.165
