,track.id,track.popularity,playlist.id,danceability,energy,acousticness,instrumentalness,liveness,valence
637,7dyluIqv7QYVTXXZiMWPHW,70,37i9dQZF1DX4o1oenSJRJd,0.685,0.803,0.0601,0.0,0.546,0.799
638,02jcEwywffn3Tsb48fXmlW,69,37i9dQZF1DX4o1oenSJRJd,0.802,0.904,0.00108,0.0,0.173,0.961
639,6MLsahMK3VvH9NUwXOktdS,65,37i9dQZF1DX4o1oenSJRJd,0.708,0.587,0.273,0.0,0.0718,0.554
640,2aI21FnmY7TJVKeMaoQZ0t,75,37i9dQZF1DX4o1oenSJRJd,0.872,0.872,0.0476,0.00112,0.0543,0.809
641,7wMq5n8mYSKlQIGECKUgTX,79,37i9dQZF1DX4o1oenSJRJd,0.421,0.873,0.0654,0.0,0.123,0.629
642,49FYlytm3dAAraYgpoJZux,82,37i9dQZF1DX4o1oenSJRJd,0.583,0.829,0.00864,0.0,0.0426,0.575
643,0ijhkvBpA7OBlY4clWSUZw,60,37i9dQZF1DX4o1oenSJRJd,0.648,0.671,0.0348,0.0,0.376,0.533
644,03yc0G2OoH1Eeyu7Piy8fK,61,37i9dQZF1DX4o1oenSJRJd,0.689,0.432,0.564,0.0,0.0928,0.747
645,5lRzWDEe7UuedU2QPsFg0K,71,37i9dQZF1DX4o1oenSJRJd,0.319,0.757,0.016,0.0,0.102,0.101
646,2yiZyjMEByt9sJBZWnWaDR,55,37i9dQZF1DX4o1oenSJRJd,0.571,0.87,0.0198,6.6e-06,0.0564,0.813
647,2ZmCYW6bxYtvkthFexIFXL,56,37i9dQZF1DX4o1oenSJRJd,0.747,0.719,0.0995,0.0,0.054,0.969
648,7t00jJDygiHzPabOYS6AGb,50,37i9dQZF1DX4o1oenSJRJd,0.702,0.875,0.014,0.0,0.0872,0.905
649,7dltD9eEX7X1zk8JJ9BS0e,65,37i9dQZF1DX4o1oenSJRJd,0.572,0.822,0.207,0.0,0.359,0.472
650,70ludZZEUJy1aFVkPI0Kpi,69,37i9dQZF1DX4o1oenSJRJd,0.892,0.628,0.169,0.0,0.102,0.676
651,6rUp7v3l8yC4TKxAAR5Bmx,73,37i9dQZF1DX4o1oenSJRJd,0.498,0.83,0.00461,0.0,0.139,0.453
652,1258tSoXDDa43uqT75r5N0,60,37i9dQZF1DX4o1oenSJRJd,0.583,0.58,0.243,0.0,0.198,0.119
653,4wCD0qOFNRu1Q6O3N6ycm4,69,37i9dQZF1DX4o1oenSJRJd,0.57,0.664,0.00836,1.2e-05,0.0719,0.487
654,2V4bv1fNWfTcyRJKmej6Sj,76,37i9dQZF1DX4o1oenSJRJd,0.768,0.82,0.179,0.0,0.689,0.625
655,2bLqfJjuC5syrsgDsZfGmn,77,37i9dQZF1DX4o1oenSJRJd,0.731,0.807,0.181,0.751,0.319,0.765
656,0JiY190vktuhSGN6aqJdrt,77,37i9dQZF1DX4o1oenSJRJd,0.534,0.87,0.000329,0.0,0.241,0.462
657,3E7ZwUMJFqpsDOJzEkBrQ7,74,37i9dQZF1DX4o1oenSJRJd,0.766,0.563,0.0263,0.683,0.115,0.964
658,4DX82Vc8qAH4jJPvKxvwg6,68,37i9dQZF1DX4o1oenSJRJd,0.747,0.904,0.046,0.106,0.203,0.846
659,1hEh8Hc9lBAFWUghHBsCel,69,37i9dQZF1DX4o1oenSJRJd,0.515,0.613,0.00147,0.202,0.449,0.357
660,3U5JVgI2x4rDyHGObzJfNf,78,37i9dQZF1DX4o1oenSJRJd,0.706,0.8,0.00584,0.0,0.0822,0.629
661,15f8Cv8RXUlOOCIf2oaceN,66,37i9dQZF1DX4o1oenSJRJd,0.616,0.597,0.686,0.0,0.104,0.362
662,6St9lR6dhV2tpCNVz7qfrS,68,37i9dQZF1DX4o1oenSJRJd,0.762,0.748,0.0266,0.0,0.348,0.851
663,7vFv0yFGMJW3qVXbAd9BK9,76,37i9dQZF1DX4o1oenSJRJd,0.647,0.729,0.0206,0.0489,0.134,0.687
664,3AJwUDP919kvQ9QcozQPxg,85,37i9dQZF1DX4o1oenSJRJd,0.429,0.661,0.00239,0.000121,0.234,0.285
665,0Cvjlph1WGbwZY1PlMEtJY,71,37i9dQZF1DX4o1oenSJRJd,0.363,0.129,0.904,1.52e-06,0.157,0.147
666,0COqiPhxzoWICwFCS4eZcp,80,37i9dQZF1DX4o1oenSJRJd,0.331,0.943,0.00721,2.06e-06,0.242,0.296
667,3p9WUMN8SPfq3mUtUUnmE5,53,37i9dQZF1DX4o1oenSJRJd,0.771,0.665,0.0135,0.0123,0.0903,0.844
668,5CLGzJsGqhCEECcpnFQA8x,77,37i9dQZF1DX9qUVnHy7VXV,0.653,0.809,0.194,0.0,0.165,0.55
669,6lsumzVFKP9SnfKcuGwqVp,60,37i9dQZF1DX9qUVnHy7VXV,0.61,0.807,0.0769,2.64e-06,0.376,0.689
670,754kgU5rWscRTfvlsuEwFp,76,37i9dQZF1DX9qUVnHy7VXV,0.526,0.749,0.023,1.76e-06,0.0692,0.421
671,3U4isOIWM3VvDubwSI3y7a,86,37i9dQZF1DX9qUVnHy7VXV,0.422,0.264,0.922,0.0,0.132,0.331
672,213x4gsFDm04hSqIUkg88w,75,37i9dQZF1DX9qUVnHy7VXV,0.631,0.924,0.0841,3.59e-06,0.084,0.755
673,5kVU4z9zL3M7w7EVhBBbEF,64,37i9dQZF1DX9qUVnHy7VXV,0.72,0.538,0.301,3.03e-06,0.144,0.815
674,2T3jgoAMbBXiMMD8pSc6QL,72,37i9dQZF1DX9qUVnHy7VXV,0.628,0.882,0.259,0.0,0.065,0.853
675,2tpWsVSb9UEmDRxAl1zhX1,82,37i9dQZF1DX9qUVnHy7VXV,0.664,0.705,0.0654,0.0,0.118,0.477
676,0Dho96aJIZ5LJZXyPllbWA,62,37i9dQZF1DX9qUVnHy7VXV,0.675,0.894,0.0599,0.000452,0.0484,0.537
677,3TgMcrV32NUKjEG2ujn9eh,70,37i9dQZF1DX9qUVnHy7VXV,0.618,0.837,0.000254,0.000378,0.0618,0.526
678,1EzrEOXmMH3G43AXT1y7pA,82,37i9dQZF1DX9qUVnHy7VXV,0.686,0.457,0.595,0.0,0.105,0.718
679,386RUes7n1uM1yfzgeUuwp,75,37i9dQZF1DX9qUVnHy7VXV,0.738,0.804,0.332,0.0,0.279,0.949
680,05wIrZSwuaVWhcv5FfqeH0,78,37i9dQZF1DX9qUVnHy7VXV,0.596,0.869,0.0116,0.173,0.0678,0.944
681,5QpaGzWp0hwB5faV8dkbAz,73,37i9dQZF1DX9qUVnHy7VXV,0.558,0.719,0.0367,0.0,0.115,0.371
682,0815caqt2Lytro5EIzMufT,76,37i9dQZF1DX9qUVnHy7VXV,0.459,0.427,0.114,0.0,0.168,0.354
683,0yac0FPhLRH9i9lOng3f81,72,37i9dQZF1DX9qUVnHy7VXV,0.517,0.839,0.0014,0.000365,0.108,0.416
684,4kbj5MwxO1bq9wjT5g9HaA,81,37i9dQZF1DX9qUVnHy7VXV,0.578,0.866,0.00701,0.0,0.257,0.619
685,0fYVliAYKHuPmECRs1pbRf,77,37i9dQZF1DX9qUVnHy7VXV,0.526,0.862,0.0144,0.0597,0.229,0.528
686,3zkWCteF82vJwv0hRLba76,77,37i9dQZF1DX9qUVnHy7VXV,0.746,0.754,0.0152,0.0,0.0486,0.746
687,4sTM6V0hJUfC3bqwWBa4aG,49,37i9dQZF1DX9qUVnHy7VXV,0.612,0.848,0.406,0.0,0.248,0.516
688,7vFv0yFGMJW3qVXbAd9BK9,76,37i9dQZF1DX9qUVnHy7VXV,0.647,0.729,0.0206,0.0489,0.134,0.687
689,5aJhuze13LOoLthmiG8YIA,59,37i9dQZF1DX9qUVnHy7VXV,0.379,0.647,0.214,0.0,0.125,0.342
690,2nGFzvICaeEWjIrBrL2RAx,78,37i9dQZF1DX9qUVnHy7VXV,0.739,0.511,0.167,1.34e-06,0.133,0.542
691,3oQomOPRNQ5NVFUmLJHbAV,71,37i9dQZF1DX9qUVnHy7VXV,0.671,0.153,0.912,5.53e-05,0.0771,0.658
692,1qDrWA6lyx8cLECdZE7TV7,80,37i9dQZF1DX9qUVnHy7VXV,0.865,0.521,0.548,0.000115,0.0989,0.748
693,76cy1WJvNGJTj78UqeA5zr,80,37i9dQZF1DX9qUVnHy7VXV,0.836,0.544,0.0403,0.0,0.0824,0.51
694,4NH0G33zApUnRNsSK0CwuN,58,37i9dQZF1DX9qUVnHy7VXV,0.629,0.332,0.738,0.0,0.105,0.465
695,5xoUgPXbMNUmoHU0Enwtwq,71,37i9dQZF1DX9qUVnHy7VXV,0.41,0.803,0.239,0.0,0.103,0.814
696,3rKYiySCDMUKTw5kGVVhaa,66,37i9dQZF1DX9qUVnHy7VXV,0.795,0.616,0.417,0.0,0.349,0.815
697,57iDDD9N9tTWe75x6qhStw,79,37i9dQZF1DX9qUVnHy7VXV,0.356,0.917,0.0335,0.0,0.406,0.518
698,0smyCrJiibi2uwCiq5R1vj,72,37i9dQZF1DX9qUVnHy7VXV,0.547,0.707,8.14e-05,0.000149,0.285,0.654
699,5qqabIl2vWzo9ApSC317sa,78,37i9dQZF1DX9qUVnHy7VXV,0.378,0.896,0.000452,0.0,0.194,0.469
700,6ORqU0bHbVCRjXm9AjyHyZ,76,37i9dQZF1DX9qUVnHy7VXV,0.475,0.432,0.183,0.0,0.161,0.648
701,0qt5f5EL92o8Snzopsv0en,69,37i9dQZF1DX9qUVnHy7VXV,0.705,0.78,0.456,0.00152,0.115,0.457
702,1K3LRUEcUz5FMtPYyg0F45,75,37i9dQZF1DX9qUVnHy7VXV,0.682,0.471,0.765,0.0,0.0908,0.421
703,6X6SdJzxyw7GzxwP2fr9WV,60,37i9dQZF1DX9qUVnHy7VXV,0.74,0.669,0.0445,0.0,0.184,0.536
704,0BgbobvykXxEvxo2HhCuvM,71,37i9dQZF1DX9qUVnHy7VXV,0.814,0.373,0.602,1.7e-05,0.0931,0.632
705,4evmHXcjt3bTUHD1cvny97,80,37i9dQZF1DX9qUVnHy7VXV,0.64,0.648,0.124,0.0,0.0802,0.548
706,6RtPijgfPKROxEzTHNRiDp,81,37i9dQZF1DX9qUVnHy7VXV,0.773,0.758,0.0422,0.0,0.305,0.925
707,49kjlZP49LMD1MrrcvXDET,67,37i9dQZF1DX9qUVnHy7VXV,0.388,0.633,0.0339,0.0,0.104,0.381
708,5WuVWOngcRkMOx9RRLCvui,65,37i9dQZF1DX9qUVnHy7VXV,0.776,0.693,0.0234,0.00177,0.0322,0.635
709,4ofwffwvvnbSkrMSCKQDaC,79,37i9dQZF1DX9qUVnHy7VXV,0.672,0.735,0.286,0.0,0.242,0.754
710,5LGqFIVBf3ZUeFBpc87CFS,66,37i9dQZF1DX9qUVnHy7VXV,0.721,0.74,0.112,4.12e-05,0.0848,0.714
711,7BVwi9cIzSc6tpyxsp47vJ,65,37i9dQZF1DX9qUVnHy7VXV,0.595,0.723,0.047,0.0286,0.0995,0.272
712,2SDx0PooHZI1SQKR0y44bs,69,37i9dQZF1DX9qUVnHy7VXV,0.675,0.828,0.0242,0.0102,0.364,0.669
713,1Jaah2tmN9Hv81A87KZ1MU,74,37i9dQZF1DX9qUVnHy7VXV,0.575,0.886,0.0647,0.000187,0.709,0.609
714,1lwvJQGhdq6Kyr4BBquf23,72,37i9dQZF1DX9qUVnHy7VXV,0.787,0.78,0.25,0.0,0.0908,0.68
715,4fXGWiVhlOLdhwRDP6pIFG,76,37i9dQZF1DX9qUVnHy7VXV,0.663,0.475,0.643,0.0,0.122,0.644
716,47Slg6LuqLaX0VodpSCvPt,79,37i9dQZF1DX9qUVnHy7VXV,0.637,0.843,0.0151,0.0,0.0876,0.434
717,27jdUE1EYDSXZqhjuNxLem,62,37i9dQZF1DX9qUVnHy7VXV,0.738,0.482,0.0266,0.621,0.106,0.352
718,6jBUP2KCe821yqf1hiBqPR,71,37i9dQZF1DX9qUVnHy7VXV,0.57,0.717,0.00967,0.0,0.0833,0.321
719,58zsLZPvfflaiIbNWoA22O,77,37i9dQZF1DX9qUVnHy7VXV,0.602,0.707,0.393,0.0,0.165,0.554
720,2fTsFCKRFQ5M0igJgabnLA,72,37i9dQZF1DX9qUVnHy7VXV,0.636,0.831,0.0294,3.85e-06,0.272,0.668
721,6Qyc6fS4DsZjB2mRW9DsQs,79,37i9dQZF1DX9qUVnHy7VXV,0.315,0.715,0.00125,7.97e-06,0.0942,0.497
722,67iAlVNDDdddxqSD2EZhFs,71,37i9dQZF1DX9qUVnHy7VXV,0.851,0.551,0.151,0.0,0.0827,0.807
723,560B6Sy3dMrmUctw8VjO0v,52,37i9dQZF1DX9qUVnHy7VXV,0.711,0.868,0.0482,0.00426,0.0709,0.795
724,1mKXFLRA179hdOWQBwUk9e,82,37i9dQZF1DX9qUVnHy7VXV,0.778,0.547,0.346,0.000302,0.132,0.441
725,09nEPqqMCJ5gNioi7M2dth,61,37i9dQZF1DX9qUVnHy7VXV,0.582,0.371,0.748,9.19e-05,0.122,0.604
726,3TwtrR1yNLY1PMPsrGQpOp,70,37i9dQZF1DX9qUVnHy7VXV,0.382,0.416,0.0733,0.0,0.0719,0.125
727,7fa9MBXhVfQ8P8Df9OEbD8,75,37i9dQZF1DX9qUVnHy7VXV,0.851,0.541,0.568,0.0,0.13,0.448
728,5rgy6ghBq1eRApCkeUdJXf,76,37i9dQZF1DX9qUVnHy7VXV,0.378,0.638,0.02,7.66e-05,0.0849,0.735
729,2jiPHbFX5XM8TjaTfYJ0eo,78,37i9dQZF1DX9qUVnHy7VXV,0.885,0.581,0.427,0.000204,0.0759,0.728
730,0mUyMawtxj1CJ76kn9gIZK,76,37i9dQZF1DX9qUVnHy7VXV,0.599,0.785,0.448,0.00336,0.151,0.52
731,2ixsaeFioXJmMgkkbd4uj1,78,37i9dQZF1DX9qUVnHy7VXV,0.717,0.455,0.0846,0.0,0.11,0.389
732,1JSTJqkT5qHq8MDJnJbRE1,84,37i9dQZF1DX9qUVnHy7VXV,0.82,0.452,0.543,0.00294,0.0714,0.74
733,5fVZC9GiM4e8vu99W0Xf6J,82,37i9dQZF1DX9qUVnHy7VXV,0.64,0.743,0.269,0.0,0.101,0.361
734,2Za1AlJNvksouPPWbXpR2X,72,37i9dQZF1DX9qUVnHy7VXV,0.712,0.51,0.446,2.46e-05,0.112,0.268
735,4Ub8UsjWuewQrPhuepfVpd,74,37i9dQZF1DX9qUVnHy7VXV,0.679,0.715,0.0755,0.0,0.271,0.571
736,6q1qACcezH6eH77Xljh5QV,67,37i9dQZF1DX9qUVnHy7VXV,0.84,0.482,0.202,0.0,0.0873,0.957
737,4HlFJV71xXKIGcU3kRyttv,83,37i9dQZF1DX9qUVnHy7VXV,0.673,0.886,0.185,0.0,0.0826,0.795
738,1Cv1YLb4q0RzL6pybtaMLo,82,37i9dQZF1DX9qUVnHy7VXV,0.878,0.525,0.183,0.0,0.0714,0.694
739,0f0k0OJ9VbaLHX4J1t2qUy,62,37i9dQZF1DX9qUVnHy7VXV,0.545,0.797,0.257,3.86e-06,0.0884,0.852
740,1vkUmedJVhScV9MmRsLGSY,64,37i9dQZF1DX9qUVnHy7VXV,0.477,0.52,0.679,4.34e-06,0.0978,0.383
741,11Yp4S3WZA7yqWIbUmMJSd,61,37i9dQZF1DX9qUVnHy7VXV,0.837,0.498,0.508,0.00118,0.111,0.104
742,38xWaVFKaxZlMFvzNff2aW,70,37i9dQZF1DX9qUVnHy7VXV,0.627,0.699,0.174,0.0,0.0789,0.535
743,1gv4xPanImH17bKZ9rOveR,78,37i9dQZF1DX9qUVnHy7VXV,0.7,0.709,0.0048,0.0,0.0289,0.625
744,63SevszngYpZOwf63o61K4,77,37i9dQZF1DX9qUVnHy7VXV,0.6,0.688,0.159,1.29e-05,0.409,0.0793
745,1vxw6aYJls2oq3gW0DujAo,76,37i9dQZF1DX9qUVnHy7VXV,0.855,0.587,0.0505,0.00714,0.105,0.64
746,4RCWB3V8V0dignt99LZ8vH,80,37i9dQZF1DX9qUVnHy7VXV,0.656,0.291,0.872,0.0,0.114,0.298
747,5OQGeJ1ceykovrykZsGhqL,69,37i9dQZF1DX9qUVnHy7VXV,0.607,0.82,0.0541,6.8e-05,0.269,0.768
748,51uAKJ9jxvTPDEBnicVOq7,60,37i9dQZF1DX01NP73ErE8b,0.693,0.811,0.338,0.000165,0.154,0.426
749,7um5BZo08PrrB87Itmml9V,68,37i9dQZF1DX01NP73ErE8b,0.691,0.668,0.0481,0.0,0.136,0.459
750,01hEpx8jnOG4q7nDK14Rhi,76,37i9dQZF1DX01NP73ErE8b,0.733,0.736,0.028,0.0,0.131,0.669
751,1eIS75JS5rfbJpSu6ZC9EO,76,37i9dQZF1DX01NP73ErE8b,0.615,0.834,0.105,0.0,0.157,0.341
752,0IxDw5m8XyFBnrCXAppF53,73,37i9dQZF1DX01NP73ErE8b,0.591,0.534,0.568,0.0,0.164,0.455
753,3Ks12KDKwrT1anFMW0tevG,76,37i9dQZF1DX01NP73ErE8b,0.722,0.75,0.187,0.0,0.2,0.737
754,0kGVziydYk9eNPDdcHJcdH,72,37i9dQZF1DX01NP73ErE8b,0.701,0.816,0.245,0.0,0.133,0.822
755,0HyDNYQmQ3obfA81D3y9tG,77,37i9dQZF1DX01NP73ErE8b,0.527,0.75,0.0254,0.0,0.108,0.38
756,3oTNtTmOOekaUDvDiqM4br,66,37i9dQZF1DX01NP73ErE8b,0.511,0.67,0.426,0.0,0.0996,0.215
757,0aQi1JGO1oKWEmKGfvf8TF,74,37i9dQZF1DX01NP73ErE8b,0.656,0.678,0.12,1.86e-05,0.147,0.166
758,1feGbMzfkaybNk96cXcqnO,63,37i9dQZF1DX01NP73ErE8b,0.795,0.664,0.116,0.0,0.143,0.576
759,00QN58Gx571pB1MEuBAcmL,74,37i9dQZF1DX01NP73ErE8b,0.548,0.919,0.255,0.0,0.0984,0.385
760,2lBLzzEARN8mGgHFaXYKKk,71,37i9dQZF1DX01NP73ErE8b,0.636,0.65,0.573,0.0,0.101,0.303
761,0ZqHo6eTBHUcOVjZzPvftT,75,37i9dQZF1DX01NP73ErE8b,0.641,0.636,0.289,0.0,0.125,0.285
762,79RYaAZprDh6Sang7XIRhK,67,37i9dQZF1DX01NP73ErE8b,0.636,0.779,0.238,0.0,0.121,0.366
763,1eDC4NiUYgQSKpKDIvXxi4,74,37i9dQZF1DX01NP73ErE8b,0.585,0.724,0.445,0.0,0.1,0.547
764,71r3UlkV7sWvUYjas5paqi,66,37i9dQZF1DX01NP73ErE8b,0.617,0.916,0.123,0.0,0.183,0.552
765,43mGIsFZwISk1WWTcAK728,75,37i9dQZF1DX01NP73ErE8b,0.656,0.796,0.222,0.0,0.36,0.699
766,4ILtwYPIonCeRGCIiXAASp,67,37i9dQZF1DX01NP73ErE8b,0.867,0.699,0.0364,0.0,0.0824,0.774
767,67qxSUoyng1ohzvfyOyNWW,76,37i9dQZF1DX01NP73ErE8b,0.676,0.794,0.0123,0.0,0.275,0.662
768,7wXb66O5ZZU77xtqNDH0gl,68,37i9dQZF1DX01NP73ErE8b,0.755,0.732,0.107,0.0,0.124,0.606
769,34fqJK3MV1eToqwBm6vo33,64,37i9dQZF1DX01NP73ErE8b,0.712,0.732,0.168,0.0,0.209,0.807
770,1lWWoec2z1j88GRblI5anV,75,37i9dQZF1DX01NP73ErE8b,0.62,0.944,0.0014,0.0,0.733,0.592
771,1Lf1F7qEOS4O4wl9l8lmUq,71,37i9dQZF1DX01NP73ErE8b,0.608,0.499,0.455,0.0,0.16,0.293
772,6UP3eoMcJDoEssjjHqAdjn,68,37i9dQZF1DX01NP73ErE8b,0.664,0.801,0.112,0.0,0.102,0.563
773,5qn15Hs4s26YaNd5UWVe00,72,37i9dQZF1DX01NP73ErE8b,0.683,0.606,0.0353,1.23e-06,0.131,0.7
774,1kLwHISN4aeuaQB27D9uzd,60,37i9dQZF1DX01NP73ErE8b,0.523,0.655,0.0898,0.0,0.172,0.3
775,2RVdq0QXC4JxU0X51ZQYaH,68,37i9dQZF1DX01NP73ErE8b,0.745,0.855,0.0704,0.0,0.119,0.453
776,7JlPKH9G2KLUzJlfFFAxEO,62,37i9dQZF1DX01NP73ErE8b,0.296,0.486,0.311,0.0,0.098,0.159
777,4lajqBJavxKL3sllt1TcTH,60,37i9dQZF1DX01NP73ErE8b,0.767,0.812,0.0446,0.0,0.245,0.746
778,361UCyu0eeQnfw2FCEy8tv,69,37i9dQZF1DX01NP73ErE8b,0.573,0.588,0.336,0.0,0.125,0.169
779,0WXU7I74NEN1DMLIT406Wx,66,37i9dQZF1DX01NP73ErE8b,0.848,0.708,0.153,0.0,0.0948,0.926
780,6pswDYZetJz39k41bCXNif,67,37i9dQZF1DX01NP73ErE8b,0.646,0.653,0.329,0.000129,0.132,0.337
781,2cLYMeNcfLgCbhxKKyfOme,55,37i9dQZF1DX01NP73ErE8b,0.786,0.851,0.211,0.0,0.0757,0.58
782,0FJUY6StrBltgLCSMuSAS4,60,37i9dQZF1DX01NP73ErE8b,0.511,0.732,0.0525,0.0,0.112,0.4
783,5dP8HoPhDJ53ILl7oxfA87,69,37i9dQZF1DX01NP73ErE8b,0.783,0.741,0.298,0.0,0.0786,0.39
784,4oeFVHLTmTRbvWOk68cetc,66,37i9dQZF1DX01NP73ErE8b,0.666,0.73,0.193,5.54e-06,0.185,0.195
785,6ejXRb28P9wvSU4CRdIcbm,71,37i9dQZF1DX01NP73ErE8b,0.624,0.719,0.29,0.0,0.23,0.186
786,3wuHkw78v7I0VUl5v9KQ6D,66,37i9dQZF1DX01NP73ErE8b,0.633,0.582,0.166,0.0,0.0686,0.512
787,7gvTz4dLTGkST8Hr2V1Miq,61,37i9dQZF1DX01NP73ErE8b,0.684,0.837,0.18,0.0,0.0997,0.67
788,7uBlznv2TJpvjHCzY7K8wO,66,37i9dQZF1DX01NP73ErE8b,0.732,0.673,0.573,0.0,0.123,0.676
789,63mdY4U0KvnbMkUEc7FHN8,62,37i9dQZF1DX01NP73ErE8b,0.618,0.687,0.268,0.0,0.126,0.398
790,7HMz8o0m7ASQ3ImFPfhWTY,67,37i9dQZF1DX01NP73ErE8b,0.363,0.678,0.0299,0.0,0.324,0.321
791,3sVvrJKdQaAtwb1fa3l0k2,51,37i9dQZF1DX01NP73ErE8b,0.801,0.672,0.578,9.62e-05,0.109,0.715
792,55TK6APWefGgTKh10hROIs,52,37i9dQZF1DX01NP73ErE8b,0.82,0.866,0.0167,6.89e-05,0.0573,0.482
793,7CXdIdQAQU4aDk4l7NwznL,64,37i9dQZF1DX01NP73ErE8b,0.617,0.597,0.195,0.0,0.113,0.448
794,5IhChrah9BUbttkk0qOS7E,61,37i9dQZF1DX01NP73ErE8b,0.753,0.712,0.266,0.0,0.214,0.59
795,5yg9uLwtYJAjaMCjQmzLSi,66,37i9dQZF1DX01NP73ErE8b,0.601,0.533,0.277,0.0,0.199,0.266
796,3ZITsuxamXIoDlyy4Fi2Wt,50,37i9dQZF1DX01NP73ErE8b,0.551,0.57,0.00336,0.0,0.175,0.23
797,2rfVX4zjVnfUOr1k3txKNG,64,37i9dQZF1DX01NP73ErE8b,0.691,0.829,0.136,0.0,0.11,0.512
